id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
288215495,UD. Raka Asmaralaya,Pendidikan,31,42,5476127,37725317,Shopee,910,Belum Terdaftar,2018,32249190,219000000,910
288215496,UD. Indira Sasmita,Perdagangan,44,48,8099789,24174294,Website Sendiri,457,Terdaftar,2017,16074505,276000000,457
288215497,UD. Yani Utama,Kesehatan,34,3,5633780,49506693,Website Sendiri,298,Belum Terdaftar,2003,43872913,111000000,298
288215498,UD. Eddy Ratu,Pendidikan,53,87,1396846,49359871,Website Sendiri,597,Terdaftar,2022,47963025,420000000,597
288215499,UD. Koko Rejo Lea,Perdagangan,1,28,2325695,15475733,Bukalapak,237,Belum Terdaftar,2007,13150038,87000000,237
288215500,UD. Udin Mahkota,Perdagangan,96,71,7984255,23093470,Lazada,774,Belum Terdaftar,2007,15109215,501000000,774
288215501,UD. Damar Putri,Jasa,73,33,6082794,14932551,Tokopedia,580,Belum Terdaftar,2023,8849757,318000000,580
288215502,UD. Yola Selaras,Pendidikan,44,8,7823713,42137619,Shopee,573,Belum Terdaftar,2004,,156000000,573
288215503,UD. Hanafi Saputranegara,Jasa,32,57,3795403,46103358,Website Sendiri,614,Terdaftar,2015,42307955,267000000,614
288215504,UD. Via Baru,Pendidikan,22,80,1463092,34531607,Bukalapak,215,Belum Terdaftar,2010,33068515,306000000,215
288215505,UD. Grego Wening Bagir,Perdagangan,97,73,5829925,17971980,Tokopedia,528,Terdaftar,2010,12142055,510000000,528
288215506,UD. Qayla Jayawarsa Zidan,Kesehatan,35,23,2963499,,Lazada,564,Belum Terdaftar,2024,39608713,174000000,564
288215507,UD. Hesti Jayengpati,Kesehatan,93,55,5073771,3237618,Shopee,569,Terdaftar,2013,-1836153,444000000,569
288215508,UD. Priska Saputranegara,Pendidikan,68,85,2148134,47347782,Website Sendiri,639,Terdaftar,2010,45199648,459000000,639
288215509,UD. Fahmi Kamajaya,Kesehatan,84,80,1492021,15977532,Lazada,947,Terdaftar,2012,14485511,492000000,947
288215510,UD. Kanza Hastinapura,Pendidikan,79,94,6490651,10164979,Bukalapak,771,Terdaftar,2021,3674328,519000000,771
288215511,UD. Anang Utama Gani,Pendidikan,70,60,2889730,unknown,Website Sendiri,967,Belum Terdaftar,2007,40536709,390000000,967
288215512,UD. Tari Wisnu,Perdagangan,8,72,3538295,15725850,Bukalapak,797,Terdaftar,2013,12187555,240000000,797
unknown,UD. Vega Sudarsana,Kesehatan,87,78,5916615,9860394,Lazada,248,Terdaftar,2019,3943779,495000000,248
288215514,UD. Zulkarnaen Wicaksana,Jasa,48,62,9943683,18581314,Shopee,558,Terdaftar,2000,8637631,330000000,558
288215515,UD. Zulfa Sangkala,Pendidikan,25,41,9417604,,Website Sendiri,471,Belum Terdaftar,2020,11472716,198000000,471
288215516,UD. Livia Putra Riko,Pendidikan,95,93,5264787,36919620,Website Sendiri,306,Terdaftar,2018,31654833,564000000,306
288215517,UD. Mega Pamungkas,Jasa,26,16,8628543,35725861,Tokopedia,690,Terdaftar,2024,27097318,126000000,690
288215518,UD. Oniel Kusuma,Perdagangan,40,70,8426751,,Website Sendiri,864,Belum Terdaftar,2004,-4248324,330000000,864
288215519,UD. Ony Paseban,Jasa,82,89,5153821,7264178,Tokopedia,496,Terdaftar,2023,2110357,513000000,496
288215520,UD. Pasha Nirmala,Perdagangan,71,65,570845,49761925,Lazada,753,Terdaftar,2003,49191080,408000000,753
288215521,UD. Yessi Kusumatmaja Syana,Kesehatan,5,47,8750151,34477767,Lazada,910,Terdaftar,2003,25727616,156000000,910
288215522,UD. Livia Senja,Jasa,82,92,6980376,25169647,Shopee,682,Belum Terdaftar,2001,18189271,522000000,682
288215523,UD. Arman Wangi,Kesehatan,86,69,2933606,36680339,Lazada,441,Terdaftar,2007,33746733,465000000,441
288215524,UD. Berlian Reswara Olivia,Perdagangan,65,32,5871111,29573977,Shopee,949,Terdaftar,2015,23702866,291000000,949
288215525,UD. Gani Brata,Jasa,,37,8053457,42416761,Bukalapak,467,Belum Terdaftar,2013,34363304,291000000,467
288215526,UD. Ismail Kencana,Pendidikan,66,0,2392757,2206645,Tokopedia,787,Belum Terdaftar,2015,-186112,198000000,787
288215527,UD. Utha Warna,Perdagangan,65,54,9537692,19070466,Bukalapak,454,Belum Terdaftar,2008,9532774,357000000,454
288215528,UD. Santi Kelana,Perdagangan,76,54,9420826,2886191,Shopee,276,Terdaftar,2023,-6534635,390000000,276
288215529,UD. Oki Nawasena,Pendidikan,95,9,8913548,14083065,Website Sendiri,323,Belum Terdaftar,2007,5169517,312000000,323
288215530,UD. Viani Wijaya,Kesehatan,42,54,7769794,38015310,Tokopedia,220,Belum Terdaftar,2012,30245516,288000000,220
288215531,UD. Syifa Agastya,Kesehatan,24,94,9983287,45982026,Bukalapak,700,Terdaftar,2004,35998739,354000000,700
288215532,UD. Bela Wijaya Zaki,Kesehatan,61,23,3836355,36344991,Bukalapak,774,Terdaftar,2024,32508636,,774
288215533,UD. Halimah Jayengprana,Kesehatan,12,71,6994826,23770399,Bukalapak,748,Belum Terdaftar,2012,16775573,249000000,748
288215534,UD. Qyla Kulon,Pendidikan,93,27,8783033,3619397,Lazada,152,Belum Terdaftar,2012,-5163636,360000000,152
288215535,UD. Wenny Sumirat,Pendidikan,82,91,4730606,10360897,Website Sendiri,996,Terdaftar,unknown,5630291,519000000,996
288215536,UD. Elyas Prawira,Kesehatan,23,50,7923829,2893910,Bukalapak,,Terdaftar,2004,-5029919,219000000,526
288215537,UD. Cakra Suryaatmaja,Kesehatan,96,45,2116472,47756285,Bukalapak,505,Belum Terdaftar,2013,45639813,423000000,505
288215538,UD. Zidan Jayabaya,Pendidikan,58,71,9211768,14453903,Bukalapak,374,Belum Terdaftar,2008,5242135,387000000,374
288215539,UD. Yasir Padi,Pendidikan,76,28,5291080,20369472,Website Sendiri,582,Terdaftar,2016,15078392,312000000,582
288215540,UD. Chiko Kencana,Pendidikan,94,18,7745400,41251299,Bukalapak,662,Terdaftar,2018,33505899,336000000,662
288215541,UD. Mario Sangga,Pendidikan,37,92,2322629,9496384,Tokopedia,310,Terdaftar,2004,7173755,387000000,310
288215542,UD. Ojan Padi,Pendidikan,7,78,3995686,36409764,Lazada,800,Terdaftar,2007,32414078,255000000,800
288215543,UD. Viona Ranggalawe,Kesehatan,57,94,7997511,14862876,Lazada,281,Terdaftar,2018,6865365,453000000,281
288215544,UD. Sekar Ilir,Perdagangan,29,4,3037207,,Bukalapak,301,Belum Terdaftar,2002,21338214,99000000,301
288215545,UD. Yusuf Pramana,Pendidikan,18,48,665739,2095922,Website Sendiri,769,Belum Terdaftar,2022,1430183,198000000,769
288215546,UD. Gerry Lestari,Perdagangan,95,91,1711287,15248491,Website Sendiri,915,Belum Terdaftar,2010,13537204,558000000,915
288215547,UD. Olla Widjaja Riko,Perdagangan,29,54,7278450,32759960,Shopee,895,Belum Terdaftar,2009,25481510,249000000,895
288215548,UD. Rian Agung,Jasa,54,45,9586101,24983653,Shopee,617,Belum Terdaftar,2019,15397552,297000000,617
288215549,UD. Kirana Asa,Perdagangan,45,14,5313101,15952469,Tokopedia,54,Terdaftar,2005,10639368,177000000,54
288215550,UD. Intan Atma Livia,Pendidikan,37,71,2023283,22684904,Tokopedia,140,,2020,20661621,324000000,140
288215551,UD. Salwa Nirwasita,Jasa,16,99,7946014,3224256,Website Sendiri,115,Terdaftar,2018,-4721758,345000000,115
288215552,UD. Jordi Mardika,Pendidikan,97,95,9661633,35287202,Tokopedia,430,Belum Terdaftar,2013,25625569,576000000,430
288215553,UD. Jasmine Wisnu,Pendidikan,79,38,979626,32018583,Shopee,273,Belum Terdaftar,2001,31038957,351000000,273
288215554,UD. Rangga Sukma,Kesehatan,58,21,711882,28615409,Website Sendiri,10,Terdaftar,2004,27903527,237000000,
288215555,UD. Omar Hastinapura,Pendidikan,36,61,9492138,15188439,Shopee,476,Terdaftar,2012,5696301,291000000,476
288215556,UD. Citra Mega,Jasa,54,68,8045642,45090091,Bukalapak,593,Belum Terdaftar,2011,37044449,366000000,593
288215557,UD. Aqila Suryaatmaja,Jasa,5,73,8289848,25595886,Bukalapak,992,Belum Terdaftar,2007,17306038,234000000,992
288215558,UD. Hilmi Wiyata,Perdagangan,65,30,2281790,,Tokopedia,970,Terdaftar,2023,11140015,285000000,970
288215559,UD. Fanny Utamajaya,Jasa,68,36,912105,10653961,Shopee,39,Terdaftar,2017,9741856,312000000,39
288215560,UD. Syana Wacana,Kesehatan,41,22,4066560,25038291,Website Sendiri,629,Belum Terdaftar,2016,20971731,189000000,629
288215561,UD. Ucup Sukarela Chiko,Jasa,82,95,6477414,43902131,Website Sendiri,461,Belum Terdaftar,2010,37424717,531000000,461
288215562,UD. Weni Baru,Kesehatan,64,87,657155,36214027,Tokopedia,392,Terdaftar,2014,35556872,453000000,392
288215563,UD. Jojo Harmoni,Jasa,88,3,6692300,42500859,Shopee,990,Belum Terdaftar,2004,35808559,273000000,990
288215564,UD. Anang Anindita,Pendidikan,79,42,999263,15982678,Tokopedia,901,Belum Terdaftar,2019,14983415,363000000,901
288215565,UD. Shinta Sanjaya,Perdagangan,93,37,5999471,40984712,Website Sendiri,94,Belum Terdaftar,2018,34985241,390000000,94
288215566,UD. Indah Hilir,Jasa,93,14,unknown,45073789,Bukalapak,942,Terdaftar,2012,44014843,321000000,942
288215567,UD. Juli Kusen Ciko,Pendidikan,9,10,4335069,34670298,Shopee,605,Belum Terdaftar,2019,30335229,57000000,605
288215568,UD. Vina Galang,Jasa,39,24,4242140,6294044,Tokopedia,37,Terdaftar,,2051904,189000000,37
288215569,UD. Jasmine Asa,Pendidikan,51,25,8243285,45256579,Bukalapak,610,Belum Terdaftar,2018,37013294,228000000,610
288215570,UD. Gisel Suryaatmaja,Jasa,23,38,650306,32873345,Lazada,618,Belum Terdaftar,2003,32223039,183000000,618
288215571,UD. Ina Siang Yessi,Jasa,58,55,1943431,26050621,Shopee,192,Terdaftar,2004,24107190,339000000,192
288215572,UD. Uli Cempaka Nazar,Perdagangan,20,50,3373468,27930886,Website Sendiri,327,Belum Terdaftar,2000,24557418,210000000,327
288215573,UD. Maudy Cinta,Kesehatan,51,99,8245152,5508984,Website Sendiri,24,Terdaftar,2011,-2736168,450000000,24
288215574,UD. Fira Purnama,Pendidikan,78,,4320648,21037674,Lazada,106,Belum Terdaftar,2009,16717026,330000000,106
288215575,UD. Via Agung,Pendidikan,4,19,9793917,9298415,Shopee,716,Terdaftar,2012,-495502,69000000,716
288215576,UD. Khalid Bangun,Perdagangan,35,51,1388340,47415273,Tokopedia,905,Terdaftar,2018,46026933,258000000,905
288215577,UD. Vega Baru,Kesehatan,21,33,4968757,37485102,Shopee,665,Belum Terdaftar,2015,32516345,162000000,665
288215578,UD. Raka Karya Desta,Jasa,7,44,6574059,17055009,Shopee,948,Terdaftar,2001,10480950,153000000,948
288215579,UD. Indira Ayodya,Jasa,94,75,2189502,44483659,Lazada,888,Belum Terdaftar,2023,42294157,507000000,888
288215580,UD. Gita Utama Erlin,Pendidikan,51,99,6752798,35574426,Website Sendiri,905,Terdaftar,2008,28821628,450000000,905
288215581,UD. Tiara Ananta Aqila,Jasa,0,3,9243907,4609013,Bukalapak,611,Belum Terdaftar,2023,-4634894,9000000,611
288215582,UD. Habib Mayang Kamil,Perdagangan,83,12,5359311,45727758,Website Sendiri,358,Terdaftar,2004,40368447,285000000,358
288215583,UD. Carissa Harapan,Kesehatan,27,58,6977455,6905258,Shopee,926,unknown,2010,-72197,255000000,926
288215584,UD. Raka Resmi,Pendidikan,30,66,5109403,21375113,Website Sendiri,872,Belum Terdaftar,2003,16265710,288000000,872
288215585,UD. Yusuf Sukarela,Jasa,52,52,2578306,36028391,Lazada,516,Belum Terdaftar,2018,33450085,312000000,516
288215586,UD. Juli Karang,Perdagangan,23,16,4898013,2002420,Bukalapak,617,Belum Terdaftar,2024,-2895593,117000000,617
288215587,UD. Kevin Mahkota,Kesehatan,44,70,1186713,34612063,Bukalapak,593,Terdaftar,2007,33425350,342000000,593
288215588,UD. Intan Kusumatmaja Qanita,Pendidikan,6,44,2329175,6624019,Tokopedia,52,Belum Terdaftar,2015,4294844,150000000,52
288215589,UD. Vincent Asa,Jasa,1,46,4606077,3793116,Website Sendiri,272,Terdaftar,2016,-812961,141000000,272
288215590,UD. Udin Kelana,Pendidikan,72,77,4422024,16913178,Website Sendiri,144,Belum Terdaftar,2010,12491154,447000000,144
288215591,UD. Eddy Asri,Kesehatan,62,95,4509175,24183705,Lazada,830,Terdaftar,2008,19674530,471000000,830
288215592,UD. Cakra Harmoni,Perdagangan,82,25,7483908,37611082,Website Sendiri,707,Belum Terdaftar,2008,30127174,321000000,707
288215593,UD. Zara Jatinagara,Kesehatan,40,30,5001275,8861276,Lazada,128,Belum Terdaftar,2023,3860001,210000000,128
288215594,UD. Viona Sari,Perdagangan,88,30,9817763,22303915,Tokopedia,229,Terdaftar,2006,12486152,354000000,229
288215595,UD. Wenny Adikara,Perdagangan,22,79,4732906,28849363,Shopee,243,Belum Terdaftar,2000,24116457,303000000,243
288215596,UD. Fatiah Sehat,Perdagangan,49,59,9300342,31205994,Website Sendiri,412,Terdaftar,2002,21905652,324000000,412
288215597,UD. Elok Bersemi,Kesehatan,73,0,7018219,17245317,Shopee,548,Belum Terdaftar,2008,10227098,219000000,548
288215598,UD. Yaniar Agastya,Perdagangan,86,45,2776591,28244679,Tokopedia,157,Terdaftar,2015,25468088,393000000,157
288215599,UD. Yola Adyatma,Pendidikan,32,33,2841177,24487660,Website Sendiri,877,Belum Terdaftar,2013,21646483,195000000,877
288215600,UD. Leni Wening Damar,Jasa,42,89,1640846,10332545,Website Sendiri,631,Belum Terdaftar,2020,8691699,393000000,631
288215601,UD. Yana Cinta,Pendidikan,82,53,2994207,26955517,Shopee,168,Belum Terdaftar,2014,23961310,405000000,168
288215602,UD. Zaki Tejakencana,Jasa,54,58,6514400,4934902,Tokopedia,523,Belum Terdaftar,2003,-1579498,336000000,523
288215603,UD. Qasya Wijaksana,Kesehatan,50,93,4463634,31215589,Tokopedia,222,Terdaftar,2014,26751955,429000000,222
288215604,UD. Pio Damai Irma,Perdagangan,97,40,5792583,10009107,Shopee,710,Terdaftar,2010,4216524,411000000,710
288215605,UD. Valen Tunggal,Jasa,36,50,6607389,1246620,Shopee,363,Belum Terdaftar,2016,-5360769,258000000,363
288215606,UD. Oniel Wisnu,Kesehatan,62,4,,27409153,Website Sendiri,836,Terdaftar,2008,23795291,198000000,836
288215607,UD. Celsi Tengah,Jasa,66,87,3725217,19459424,Tokopedia,936,Terdaftar,2022,15734207,459000000,936
288215608,UD. Aldo Reswara,Jasa,44,9,6082709,2448714,Bukalapak,762,Belum Terdaftar,2012,-3633995,159000000,762
288215609,UD. Cipta Lintang Qori,Jasa,70,37,9591703,24416743,Tokopedia,339,Terdaftar,2002,14825040,321000000,339
288215610,UD. Ghani Pramudita,Perdagangan,48,34,4956242,12028311,Website Sendiri,321,Terdaftar,2001,7072069,246000000,321
288215611,UD. Riyan Jayengpati,Kesehatan,0,65,5252139,3150568,Shopee,718,Terdaftar,2002,-2101571,195000000,718
288215612,UD. Valen Tejakusuma,Kesehatan,53,92,7649367,10944520,Website Sendiri,173,Terdaftar,2015,3295153,435000000,173
288215613,UD. Tama Jati,Perdagangan,35,18,4247599,14026179,Bukalapak,935,Terdaftar,2013,9778580,159000000,935
288215614,UD. Suci Pamungkas,Jasa,64,37,3042727,18386714,Tokopedia,124,Belum Terdaftar,2003,15343987,303000000,124
288215615,UD. Yola Radhitya Damaris,Kesehatan,40,52,4982729,24017892,Bukalapak,544,Terdaftar,2002,19035163,276000000,544
288215616,UD. Qomar Kamajaya Galih,Perdagangan,93,49,8859374,13827762,Tokopedia,48,Belum Terdaftar,2015,4968388,426000000,48
288215617,UD. Rafa Jayengpati,Perdagangan,49,77,4775632,23465012,Website Sendiri,594,Terdaftar,2017,18689380,378000000,594
288215618,UD. Livia Cinta Farid,Jasa,95,91,679133,19789388,Bukalapak,,Belum Terdaftar,2005,19110255,558000000,605
288215619,UD. Nibras Citra,Pendidikan,48,33,9559209,4887252,Website Sendiri,876,Terdaftar,2015,-4671957,243000000,876
288215620,UD. Mega Cinta,Perdagangan,82,3,2310237,37191691,Website Sendiri,335,Terdaftar,2019,34881454,255000000,335
288215621,UD. Qayla Cerah,Pendidikan,,60,5535528,32389676,Website Sendiri,905,Terdaftar,2007,26854148,318000000,905
288215622,UD. Isna Tunggul,Perdagangan,9,88,7343976,21529571,Bukalapak,895,Belum Terdaftar,2001,14185595,291000000,895
288215623,UD. Bagas Wisnu,Jasa,43,69,1124773,17684428,Tokopedia,174,Terdaftar,2000,16559655,336000000,174
288215624,UD. Pipit Surya,Perdagangan,43,91,2461039,14582010,Website Sendiri,630,Belum Terdaftar,2012,12120971,402000000,630
288215625,UD. Halim Sukadarma Heri,Jasa,96,8,9842593,3863684,Website Sendiri,118,Belum Terdaftar,2017,-5978909,312000000,118
288215626,UD. Zidan Sangga,Pendidikan,3,51,8579824,38524756,Shopee,203,Terdaftar,2020,29944932,162000000,203
288215627,UD. Gisel Siang,Jasa,63,81,7549113,7578120,Shopee,580,Belum Terdaftar,2004,29007,432000000,580
288215628,UD. Rizki Satria Wulan,Jasa,19,30,9529384,43241376,Bukalapak,859,Terdaftar,2023,,147000000,859
288215629,UD. Eni Sangkala,Pendidikan,53,85,5954596,15481599,Lazada,206,Belum Terdaftar,2000,9527003,414000000,206
288215630,UD. Yana Makmur,Jasa,78,67,6726523,41209334,Website Sendiri,279,Belum Terdaftar,2015,34482811,435000000,279
288215631,UD. Lukman Kencana,Kesehatan,40,32,4760189,17266074,Bukalapak,92,Terdaftar,2013,12505885,216000000,92
288215632,UD. Ari Ilir,Kesehatan,29,99,8072285,6928384,Tokopedia,828,Terdaftar,2023,-1143901,,828
288215633,UD. Wahyu Resaputra,Jasa,70,58,5146015,37861976,Bukalapak,374,Terdaftar,2014,32715961,384000000,374
288215634,UD. Hanaura Raharja,Pendidikan,,34,4402930,17185483,Website Sendiri,659,Belum Terdaftar,2009,12782553,222000000,659
288215635,UD. Yolanda Adikara,Kesehatan,81,12,4048867,48579741,Tokopedia,257,Terdaftar,2023,44530874,279000000,257
288215636,UD. Cakra Sarwono Kirana,Perdagangan,93,78,8107693,34589210,Shopee,698,Belum Terdaftar,2015,26481517,513000000,698
,UD. Gusti Sukma,Kesehatan,7,60,1429461,22124432,Website Sendiri,702,Belum Terdaftar,2008,20694971,201000000,702
288215638,UD. Lintang Cempaka,Kesehatan,84,96,9942404,45682205,Shopee,574,Belum Terdaftar,2003,35739801,540000000,574
288215639,UD. Nisa Sukadarma,Pendidikan,70,91,4441572,40523146,Website Sendiri,105,Terdaftar,2010,36081574,483000000,105
288215640,UD. Bambang Wira,Perdagangan,68,,9997232,28491886,Tokopedia,98,Belum Terdaftar,2018,18494654,345000000,98
288215641,UD. Hesti Sarwono,Jasa,31,97,2784138,11249728,Website Sendiri,695,Terdaftar,2015,8465590,384000000,695
288215642,UD. Gilang Wacana,Jasa,79,37,9944799,18139332,Website Sendiri,964,Terdaftar,2008,8194533,348000000,964
288215643,UD. Ulya Taruna,Pendidikan,39,64,8232381,40076354,,586,Terdaftar,2011,31843973,309000000,586
288215644,UD. Zidanar Puri,Jasa,61,53,5772438,5152164,Lazada,620,Belum Terdaftar,2020,-620274,342000000,620
288215645,UD. Silvi Manggala,Jasa,89,30,4176762,13744423,Bukalapak,831,Terdaftar,2001,9567661,357000000,831
288215646,UD. Putri Wirawati,Perdagangan,26,48,3367212,12830725,Lazada,642,Belum Terdaftar,2010,9463513,222000000,642
288215647,UD. Salsa Damai,Kesehatan,38,80,7848827,26464586,Lazada,579,Belum Terdaftar,2018,18615759,354000000,579
288215648,UD. Farhan Siang,Kesehatan,91,21,2293762,34611626,Tokopedia,688,Terdaftar,2007,32317864,336000000,688
288215649,UD. Prita Wening Shinta,Pendidikan,32,95,5456462,36849511,Website Sendiri,356,Belum Terdaftar,2010,31393049,381000000,356
288215650,UD. Yora Tirtaatmaja Ilmi,Pendidikan,65,28,6683719,2249381,Shopee,339,Belum Terdaftar,2015,-4434338,279000000,339
288215651,UD. Cakra Sari Widi,Jasa,78,64,8986942,39931519,Website Sendiri,578,Belum Terdaftar,2022,30944577,426000000,578
288215652,UD. Farid Jayengpati Gusti,Perdagangan,70,47,6586956,17762447,Lazada,363,Belum Terdaftar,2019,11175491,351000000,363
288215653,UD. Chiko Tirta Intan,Kesehatan,83,91,2821903,21957267,Lazada,974,Belum Terdaftar,2008,19135364,522000000,974
288215654,UD. Olla Pelangi,Kesehatan,12,65,8748423,43895833,Tokopedia,984,Belum Terdaftar,2010,35147410,231000000,984
288215655,UD. Veronika Suryaputra,Kesehatan,95,24,8503912,5151609,Bukalapak,618,Terdaftar,2012,-3352303,357000000,618
288215656,UD. Fikra Resaputra Lana,Perdagangan,28,20,6882689,44100386,Lazada,417,Terdaftar,2016,37217697,144000000,417
288215657,UD. Qayla Utamaindah,Kesehatan,67,25,9577146,26911015,Lazada,188,Terdaftar,2010,17333869,276000000,188
288215658,UD. Winda Sukma,Kesehatan,82,0,1294675,43477823,Bukalapak,96,Belum Terdaftar,2010,42183148,246000000,96
288215659,UD. Oki Winata,Pendidikan,9,31,3287894,4944684,Shopee,647,Terdaftar,2022,1656790,120000000,647
,UD. Mila Jatinagara,Kesehatan,99,72,7444883,12539741,Bukalapak,266,Terdaftar,2021,5094858,513000000,266
288215661,UD. Najwa Wijaya,Perdagangan,75,45,2561676,28059879,Bukalapak,471,Belum Terdaftar,2017,25498203,360000000,471
288215662,UD. Pipit Nawasena,Pendidikan,57,4,9153226,14132312,Bukalapak,741,Belum Terdaftar,2011,4979086,183000000,741
288215663,UD. Erni Jayeng,Kesehatan,85,39,2002963,47101816,Lazada,239,Terdaftar,2008,45098853,372000000,239
288215664,UD. Dea Utama,Pendidikan,26,16,7801893,1463522,Shopee,246,Belum Terdaftar,2024,-6338371,126000000,246
288215665,UD. Wenda Saputranegara,Kesehatan,98,52,8186447,28724058,Tokopedia,276,Belum Terdaftar,2022,20537611,450000000,276
288215666,UD. Jasmin Prawira,Jasa,57,92,7335738,32095035,Tokopedia,850,Terdaftar,2022,24759297,447000000,850
288215667,UD. Eren Adiwarna,Jasa,80,82,5373893,36688443,Tokopedia,990,Belum Terdaftar,2019,31314550,486000000,990
288215668,UD. Fahmi Wetan,Pendidikan,69,28,1427219,6133885,Website Sendiri,80,Terdaftar,2006,4706666,291000000,80
288215669,UD. Fatimah Jatinagara,Perdagangan,44,75,3809863,1842447,Website Sendiri,848,Belum Terdaftar,2008,-1967416,357000000,848
288215670,UD. Naila Taruna,Pendidikan,49,7,2307522,38044578,Tokopedia,897,Terdaftar,2009,35737056,168000000,897
288215671,UD. Maudy Galang Karim,Pendidikan,47,42,2583773,48122580,Shopee,100,Belum Terdaftar,2024,45538807,unknown,100
288215672,UD. Gerry Jayabaya Nindy,Perdagangan,42,94,5486240,27321064,Bukalapak,486,Belum Terdaftar,2024,21834824,408000000,486
